date,Hour,quantity
2015-08-06,20,2
2015-08-06,21,1
2015-08-07,11,7
2015-08-07,12,37
2015-08-07,13,10
2015-08-07,14,9
2015-08-07,15,12
2015-08-07,17,13
2015-08-07,18,15
2015-08-07,19,20
2015-08-07,20,9
2015-08-07,21,16
2015-08-07,22,13
2015-08-08,12,22
2015-08-08,13,9
2015-08-08,14,5
2015-08-08,15,4
2015-08-08,16,27
2015-08-08,17,19
2015-08-08,18,24
2015-08-08,19,15
2015-08-08,20,10
2015-08-08,21,16
2015-08-08,22,16
2015-08-09,11,3
2015-08-09,12,11
2015-08-09,13,6
2015-08-09,14,20
2015-08-09,15,12
2015-08-09,16,16
2015-08-09,17,9
2015-08-09,18,8
2015-08-09,19,12
2015-08-09,20,13
2015-08-09,21,14
2015-08-09,22,2
2015-08-10,11,9
2015-08-10,12,23
2015-08-10,13,9
2015-08-10,14,4
2015-08-10,15,5
2015-08-10,16,21
2015-08-10,17,6
2015-08-10,18,21
2015-08-10,19,4
2015-08-10,20,7
2015-08-10,21,10
2015-08-10,22,6
2015-08-11,11,23
2015-08-11,12,19
2015-08-11,13,12
2015-08-11,14,8
2015-08-11,15,8
2015-08-11,16,12
2015-08-11,17,4
2015-08-11,18,15
2015-08-11,19,7
2015-08-11,20,12
2015-08-11,21,13
2015-08-11,22,4
2015-08-12,11,12
2015-08-12,12,13
2015-08-12,13,21
2015-08-12,14,6
2015-08-12,15,13
2015-08-12,16,22
2015-08-12,17,11
2015-08-12,18,23
2015-08-12,19,15
2015-08-12,20,2
2015-08-12,21,6
2015-08-13,11,8
2015-08-13,12,22
2015-08-13,13,27
2015-08-13,14,19
2015-08-13,15,14
2015-08-13,16,15
2015-08-13,17,1
2015-08-13,18,9
2015-08-13,19,6
2015-08-13,20,5
2015-08-13,21,1
2015-08-13,22,5
2015-08-14,11,7
2015-08-14,12,25
2015-08-14,13,44
2015-08-14,14,11
2015-08-14,15,9
2015-08-14,16,13
2015-08-14,17,19
2015-08-14,18,9
2015-08-14,19,20
2015-08-14,20,10
2015-08-14,21,12
2015-08-14,22,6
2015-08-14,23,3
2015-08-15,11,5
2015-08-15,12,10
2015-08-15,13,3
2015-08-15,14,5
2015-08-15,15,12
2015-08-15,16,14
2015-08-15,17,18
2015-08-15,18,15
2015-08-15,19,14
2015-08-15,20,17
2015-08-15,21,14
2015-08-15,22,13
2015-08-16,11,5
2015-08-16,12,26
2015-08-16,13,10
2015-08-16,15,6
2015-08-16,16,11
2015-08-16,17,22
2015-08-16,18,17
2015-08-16,19,16
2015-08-16,20,14
2015-08-16,21,1
2015-08-17,11,12
2015-08-17,12,29
2015-08-17,13,17
2015-08-17,14,8
2015-08-17,15,13
2015-08-17,16,10
2015-08-17,17,24
2015-08-17,18,9
2015-08-17,19,19
2015-08-17,20,7
2015-08-17,21,9
2015-08-17,22,4
2015-08-18,11,12
2015-08-18,12,15
2015-08-18,13,20
2015-08-18,14,2
2015-08-18,15,16
2015-08-18,16,4
2015-08-18,17,20
2015-08-18,18,17
2015-08-18,19,11
2015-08-18,20,5
2015-08-18,21,4
2015-08-18,22,2
2015-08-19,11,21
2015-08-19,12,14
2015-08-19,13,14
2015-08-19,14,25
2015-08-19,15,7
2015-08-19,16,11
2015-08-19,17,5
2015-08-19,18,18
2015-08-19,19,4
2015-08-19,20,5
2015-08-19,21,6
2015-08-19,22,8
2015-08-20,11,12
2015-08-20,12,5
2015-08-20,13,13
2015-08-20,14,24
2015-08-20,15,2
2015-08-20,16,6
2015-08-20,17,17
2015-08-20,18,16
2015-08-20,19,6
2015-08-20,20,8
2015-08-20,21,5
2015-08-20,22,2
2015-08-21,11,5
2015-08-21,12,29
2015-08-21,13,9
2015-08-21,14,3
2015-08-21,15,3
2015-08-21,16,9
2015-08-21,17,24
2015-08-21,18,30
2015-08-21,19,17
2015-08-21,20,16
2015-08-21,21,10
2015-08-21,22,6
2015-08-21,23,2
2015-08-22,11,8
2015-08-22,12,16
2015-08-22,13,13
2015-08-22,14,14
2015-08-22,15,2
2015-08-22,16,9
2015-08-22,17,9
2015-08-22,18,24
2015-08-22,19,26
2015-08-22,20,6
2015-08-22,21,13
2015-08-22,22,8
2015-08-23,11,6
2015-08-23,12,22
2015-08-23,13,3
2015-08-23,14,18
2015-08-23,15,6
2015-08-23,16,7
2015-08-23,17,4
2015-08-23,18,11
2015-08-23,19,15
2015-08-23,20,9
2015-08-23,21,2
2015-08-23,22,2
2015-08-24,11,4
2015-08-24,12,11
2015-08-24,13,15
2015-08-24,14,9
2015-08-24,15,13
2015-08-24,16,20
2015-08-24,17,8
2015-08-24,18,10
2015-08-24,19,4
2015-08-24,20,8
2015-08-24,21,4
2015-08-25,11,3
2015-08-25,12,24
2015-08-25,13,15
2015-08-25,14,6
2015-08-25,15,3
2015-08-25,16,9
2015-08-25,17,11
2015-08-25,18,14
2015-08-25,19,17
2015-08-25,20,8
2015-08-25,21,2
2015-08-25,22,3
2015-08-26,11,7
2015-08-26,12,24
2015-08-26,13,5
2015-08-26,14,13
2015-08-26,15,17
2015-08-26,16,16
2015-08-26,17,18
2015-08-26,18,15
2015-08-26,19,10
2015-08-26,20,2
2015-08-26,21,8
2015-08-26,22,4
2015-08-27,11,14
2015-08-27,12,39
2015-08-27,13,5
2015-08-27,14,3
2015-08-27,15,4
2015-08-27,16,11
2015-08-27,17,19
2015-08-27,18,17
2015-08-27,19,8
2015-08-27,20,5
2015-08-27,21,1
2015-08-27,22,2
2015-08-28,11,11
2015-08-28,12,6
2015-08-28,13,14
2015-08-28,14,12
2015-08-28,15,10
2015-08-28,16,13
2015-08-28,17,9
2015-08-28,18,18
2015-08-28,19,24
2015-08-28,20,22
2015-08-28,21,13
2015-08-28,22,7
2015-08-28,23,2
2015-08-29,11,2
2015-08-29,12,6
2015-08-29,13,30
2015-08-29,14,12
2015-08-29,15,10
2015-08-29,16,9
2015-08-29,17,4
2015-08-29,18,7
2015-08-29,19,9
2015-08-29,20,3
2015-08-29,21,25
2015-08-29,22,6
2015-08-30,11,7
2015-08-30,12,2
2015-08-30,13,2
2015-08-30,14,14
2015-08-30,15,4
2015-08-30,16,10
2015-08-30,17,14
2015-08-30,18,16
2015-08-30,19,15
2015-08-30,20,4
2015-08-30,21,4
2015-08-30,22,2
2015-08-31,11,8
2015-08-31,12,21
2015-08-31,13,22
2015-08-31,14,10
2015-08-31,15,1
2015-08-31,16,9
2015-08-31,17,16
2015-08-31,18,15
2015-08-31,19,8
2015-08-31,20,6
2015-08-31,21,6
2015-08-31,22,4
2015-09-01,11,10
2015-09-01,12,30
2015-09-01,13,26
2015-09-01,14,9
2015-09-01,15,6
2015-09-01,16,9
2015-09-01,17,17
2015-09-01,18,12
2015-09-01,19,6
2015-09-01,20,17
2015-09-01,21,2
2015-09-01,22,2
2015-09-02,11,9
2015-09-02,12,27
2015-09-02,13,12
2015-09-02,14,8
2015-09-02,16,18
2015-09-02,17,12
2015-09-02,18,7
2015-09-02,19,6
2015-09-02,20,10
2015-09-02,22,2
2015-09-03,11,10
2015-09-03,12,18
2015-09-03,13,26
2015-09-03,14,7
2015-09-03,15,2
2015-09-03,16,15
2015-09-03,17,18
2015-09-03,18,22
2015-09-03,19,8
2015-09-03,20,9
2015-09-03,21,2
2015-09-03,22,1
2015-09-04,11,10
2015-09-04,12,36
2015-09-04,13,24
2015-09-04,14,7
2015-09-04,15,11
2015-09-04,16,17
2015-09-04,17,13
2015-09-04,18,27
2015-09-04,19,6
2015-09-04,20,6
2015-09-04,21,11
2015-09-04,22,11
2015-09-05,11,18
2015-09-05,12,9
2015-09-05,13,12
2015-09-05,14,25
2015-09-05,15,13
2015-09-05,16,6
2015-09-05,17,11
2015-09-05,18,13
2015-09-05,19,12
2015-09-05,20,16
2015-09-05,21,13
2015-09-05,22,5
2015-09-06,11,1
2015-09-06,12,5
2015-09-06,13,1
2015-09-06,14,19
2015-09-06,15,3
2015-09-06,16,4
2015-09-06,17,23
2015-09-06,18,14
2015-09-06,19,13
2015-09-06,20,1
2015-09-06,21,8
2015-09-07,11,19
2015-09-07,12,15
2015-09-07,13,14
2015-09-07,14,23
2015-09-07,15,5
2015-09-07,16,6
2015-09-07,17,16
2015-09-07,18,13
2015-09-07,19,15
2015-09-07,20,4
2015-09-07,21,6
2015-09-07,23,4
2015-09-08,11,3
2015-09-08,12,32
2015-09-08,13,7
2015-09-08,14,12
2015-09-08,15,12
2015-09-08,16,5
2015-09-08,17,12
2015-09-08,18,16
2015-09-08,19,19
2015-09-08,20,3
2015-09-08,21,7
2015-09-08,22,5
2015-09-09,11,19
2015-09-09,12,6
2015-09-09,13,30
2015-09-09,14,8
2015-09-09,15,6
2015-09-09,16,20
2015-09-09,17,23
2015-09-09,18,21
2015-09-09,19,4
2015-09-09,20,5
2015-09-09,21,11
2015-09-09,22,4
2015-09-10,10,1
2015-09-10,11,22
2015-09-10,12,21
2015-09-10,13,20
2015-09-10,14,5
2015-09-10,15,6
2015-09-10,16,25
2015-09-10,17,13
2015-09-10,18,10
2015-09-10,19,17
2015-09-10,20,5
2015-09-10,21,3
2015-09-11,11,4
2015-09-11,12,11
2015-09-11,13,18
2015-09-11,14,30
2015-09-11,15,10
2015-09-11,16,10
2015-09-11,17,27
2015-09-11,18,18
2015-09-11,19,17
2015-09-11,20,5
2015-09-11,21,9
2015-09-11,22,8
2015-09-12,11,1
2015-09-12,12,4
2015-09-12,13,35
2015-09-12,14,6
2015-09-12,15,8
2015-09-12,16,8
2015-09-12,17,28
2015-09-12,18,26
2015-09-12,19,19
2015-09-12,20,5
2015-09-12,21,12
2015-09-12,22,4
2015-09-13,12,15
2015-09-13,13,11
2015-09-13,14,11
2015-09-13,15,6
2015-09-13,16,10
2015-09-13,17,5
2015-09-13,18,18
2015-09-13,19,11
2015-09-13,20,9
2015-09-13,21,7
2015-09-13,22,5
2015-09-14,11,4
2015-09-14,12,35
2015-09-14,13,13
2015-09-14,14,10
2015-09-14,15,2
2015-09-14,16,13
2015-09-14,17,15
2015-09-14,18,3
2015-09-14,19,8
2015-09-14,20,17
2015-09-14,21,7
2015-09-14,22,2
2015-09-15,11,9
2015-09-15,12,8
2015-09-15,13,20
2015-09-15,14,16
2015-09-15,15,20
2015-09-15,16,20
2015-09-15,17,12
2015-09-15,18,7
2015-09-15,19,17
2015-09-15,20,8
2015-09-15,21,9
2015-09-15,22,12
2015-09-16,11,7
2015-09-16,12,31
2015-09-16,13,10
2015-09-16,14,18
2015-09-16,15,8
2015-09-16,16,5
2015-09-16,17,12
2015-09-16,18,9
2015-09-16,19,25
2015-09-16,21,8
2015-09-16,22,3
2015-09-17,11,2
2015-09-17,12,8
2015-09-17,13,26
2015-09-17,14,6
2015-09-17,15,8
2015-09-17,16,32
2015-09-17,17,18
2015-09-17,18,17
2015-09-17,19,11
2015-09-17,20,6
2015-09-17,21,4
2015-09-18,11,16
2015-09-18,12,15
2015-09-18,13,39
2015-09-18,14,2
2015-09-18,15,4
2015-09-18,16,8
2015-09-18,17,14
2015-09-18,18,19
2015-09-18,19,5
2015-09-18,20,14
2015-09-18,21,27
2015-09-18,22,1
2015-09-19,11,9
2015-09-19,12,7
2015-09-19,13,6
2015-09-19,14,14
2015-09-19,15,13
2015-09-19,16,9
2015-09-19,17,22
2015-09-19,18,17
2015-09-19,19,22
2015-09-19,20,7
2015-09-19,21,10
2015-09-19,22,1
2015-09-20,11,10
2015-09-20,12,15
2015-09-20,13,5
2015-09-20,14,3
2015-09-20,15,6
2015-09-20,16,17
2015-09-20,17,11
2015-09-20,18,19
2015-09-20,19,5
2015-09-20,20,6
2015-09-20,21,7
2015-09-20,22,1
2015-09-21,11,11
2015-09-21,12,33
2015-09-21,13,10
2015-09-21,14,4
2015-09-21,15,4
2015-09-21,16,11
2015-09-21,17,16
2015-09-21,18,7
2015-09-21,19,9
2015-09-21,20,17
2015-09-21,21,7
2015-09-21,22,3
2015-09-22,11,6
2015-09-22,12,15
2015-09-22,13,25
2015-09-22,14,9
2015-09-22,15,6
2015-09-22,16,26
2015-09-22,18,12
2015-09-22,19,11
2015-09-22,20,13
2015-09-22,21,8
2015-09-23,11,12
2015-09-23,12,16
2015-09-23,13,23
2015-09-23,15,9
2015-09-23,16,22
2015-09-23,17,14
2015-09-23,18,10
2015-09-23,19,12
2015-09-23,20,5
2015-09-23,21,8
2015-09-23,22,2
2015-09-26,11,2
2015-09-26,12,21
2015-09-26,13,3
2015-09-26,14,17
2015-09-26,15,10
2015-09-26,16,9
2015-09-26,17,5
2015-09-26,18,15
2015-09-26,19,14
2015-09-26,20,23
2015-09-26,21,12
2015-09-26,22,8
2015-09-27,11,2
2015-09-27,12,12
2015-09-27,13,24
2015-09-27,15,15
2015-09-27,16,7
2015-09-27,17,22
2015-09-27,18,3
2015-09-27,19,20
2015-09-27,20,18
2015-09-27,21,15
2015-09-27,22,1
2015-09-28,11,8
2015-09-28,12,10
2015-09-28,13,14
2015-09-28,14,4
2015-09-28,15,20
2015-09-28,16,10
2015-09-28,17,15
2015-09-28,18,19
2015-09-28,19,16
2015-09-28,21,5
2015-09-29,11,15
2015-09-29,12,19
2015-09-29,13,27
2015-09-29,14,11
2015-09-29,15,11
2015-09-29,16,23
2015-09-29,17,13
2015-09-29,18,18
2015-09-29,19,1
2015-09-29,20,13
2015-09-29,21,9
2015-09-29,22,3
2015-09-30,11,11
2015-09-30,12,16
2015-09-30,13,12
2015-09-30,14,3
2015-09-30,15,12
2015-09-30,16,15
2015-09-30,17,25
2015-09-30,18,4
2015-09-30,19,11
2015-09-30,20,10
2015-09-30,21,9
2015-09-30,22,2
2015-10-01,11,5
2015-10-01,12,45
2015-10-01,13,25
2015-10-01,14,17
2015-10-01,15,12
2015-10-01,16,10
2015-10-01,17,23
2015-10-01,18,34
2015-10-01,19,12
2015-10-01,20,6
2015-10-01,21,4
2015-10-01,22,1
2015-10-02,11,5
2015-10-02,12,11
2015-10-02,13,28
2015-10-02,14,5
2015-10-02,15,5
2015-10-02,16,7
2015-10-02,17,10
2015-10-02,18,20
2015-10-02,19,8
2015-10-02,20,9
2015-10-02,21,4
2015-10-02,22,13
2015-10-03,11,1
2015-10-03,12,11
2015-10-03,13,17
2015-10-03,14,8
2015-10-03,15,19
2015-10-03,16,13
2015-10-03,17,18
2015-10-03,18,13
2015-10-03,19,15
2015-10-03,20,6
2015-10-03,21,15
2015-10-03,22,9
2015-10-03,23,2
2015-10-04,10,2
2015-10-04,11,9
2015-10-04,12,3
2015-10-04,13,11
2015-10-04,14,33
2015-10-04,15,5
2015-10-04,16,8
2015-10-04,17,8
2015-10-04,18,10
2015-10-04,19,14
2015-10-04,20,11
2015-10-04,21,10
2015-10-04,22,4
2015-10-06,11,4
2015-10-06,12,20
2015-10-06,13,29
2015-10-06,14,8
2015-10-06,15,9
2015-10-06,16,9
2015-10-06,17,5
2015-10-06,18,11
2015-10-06,19,22
2015-10-06,20,11
2015-10-06,21,6
2015-10-06,22,2
2015-10-07,11,7
2015-10-07,12,15
2015-10-07,13,27
2015-10-07,14,6
2015-10-07,15,2
2015-10-07,16,21
2015-10-07,17,10
2015-10-07,18,25
2015-10-07,19,8
2015-10-07,20,8
2015-10-07,21,3
2015-10-07,22,1
2015-10-08,11,4
2015-10-08,12,31
2015-10-08,13,9
2015-10-08,14,11
2015-10-08,15,7
2015-10-08,16,8
2015-10-08,17,5
2015-10-08,18,17
2015-10-08,19,9
2015-10-08,20,11
2015-10-08,21,4
2015-10-09,11,1
2015-10-09,12,29
2015-10-09,13,18
2015-10-09,14,6
2015-10-09,15,5
2015-10-09,16,2
2015-10-09,17,11
2015-10-09,18,21
2015-10-09,19,13
2015-10-09,20,15
2015-10-09,21,21
2015-10-09,22,5
2015-10-10,11,3
2015-10-10,12,4
2015-10-10,13,17
2015-10-10,14,16
2015-10-10,15,9
2015-10-10,16,9
2015-10-10,17,10
2015-10-10,18,13
2015-10-10,19,11
2015-10-10,20,23
2015-10-10,21,11
2015-10-10,22,15
2015-10-11,11,4
2015-10-11,12,26
2015-10-11,13,8
2015-10-11,14,4
2015-10-11,15,13
2015-10-11,16,9
2015-10-11,17,22
2015-10-11,18,14
2015-10-11,19,8
2015-10-11,20,4
2015-10-11,21,6
2015-10-13,11,14
2015-10-13,12,24
2015-10-13,13,6
2015-10-13,14,11
2015-10-13,15,16
2015-10-13,16,10
2015-10-13,17,13
2015-10-13,18,10
2015-10-13,19,19
2015-10-13,20,10
2015-10-13,21,4
2015-10-13,22,4
2015-10-14,11,1
2015-10-14,12,32
2015-10-14,13,15
2015-10-14,14,16
2015-10-14,15,4
2015-10-14,16,11
2015-10-14,17,9
2015-10-14,18,14
2015-10-14,19,4
2015-10-14,20,22
2015-10-14,21,4
2015-10-15,11,25
2015-10-15,12,19
2015-10-15,13,64
2015-10-15,14,13
2015-10-15,15,14
2015-10-15,16,13
2015-10-15,17,40
2015-10-15,18,20
2015-10-15,19,17
2015-10-15,20,21
2015-10-15,21,11
2015-10-15,22,5
2015-10-16,11,18
2015-10-16,12,14
2015-10-16,13,16
2015-10-16,14,9
2015-10-16,15,5
2015-10-16,16,18
2015-10-16,17,17
2015-10-16,18,23
2015-10-16,19,12
2015-10-16,20,5
2015-10-16,21,13
2015-10-16,22,3
2015-10-17,12,19
2015-10-17,13,15
2015-10-17,15,11
2015-10-17,16,8
2015-10-17,17,13
2015-10-17,18,20
2015-10-17,19,12
2015-10-17,20,12
2015-10-17,21,4
2015-10-17,22,21
2015-10-18,11,1
2015-10-18,12,9
2015-10-18,13,17
2015-10-18,14,7
2015-10-18,15,9
2015-10-18,16,4
2015-10-18,17,10
2015-10-18,18,25
2015-10-18,19,12
2015-10-18,20,8
2015-10-20,11,26
2015-10-20,12,19
2015-10-20,13,23
2015-10-20,15,6
2015-10-20,16,7
2015-10-20,17,19
2015-10-20,18,13
2015-10-20,19,13
2015-10-20,20,17
2015-10-20,21,5
2015-10-20,22,6
2015-10-21,11,18
2015-10-21,12,20
2015-10-21,13,36
2015-10-21,14,1
2015-10-21,15,5
2015-10-21,16,15
2015-10-21,17,11
2015-10-21,18,9
2015-10-21,19,13
2015-10-21,20,4
2015-10-21,21,3
2015-10-21,22,14
2015-10-22,11,17
2015-10-22,12,13
2015-10-22,13,24
2015-10-22,14,12
2015-10-22,15,6
2015-10-22,16,15
2015-10-22,17,13
2015-10-22,18,16
2015-10-22,19,8
2015-10-22,20,12
2015-10-22,21,7
2015-10-22,22,2
2015-10-23,11,1
2015-10-23,12,11
2015-10-23,13,32
2015-10-23,14,9
2015-10-23,15,14
2015-10-23,16,14
2015-10-23,17,12
2015-10-23,18,20
2015-10-23,19,18
2015-10-23,20,5
2015-10-23,21,12
2015-10-23,22,3
2015-10-23,23,3
2015-10-24,12,6
2015-10-24,13,40
2015-10-24,14,6
2015-10-24,15,3
2015-10-24,16,9
2015-10-24,17,16
2015-10-24,18,16
2015-10-24,19,25
2015-10-24,20,10
2015-10-24,21,23
2015-10-24,22,1
2015-10-24,23,3
2015-10-25,11,6
2015-10-25,12,12
2015-10-25,13,22
2015-10-25,14,11
2015-10-25,15,6
2015-10-25,16,12
2015-10-25,17,9
2015-10-25,18,13
2015-10-25,19,14
2015-10-25,20,4
2015-10-25,21,3
2015-10-25,22,2
2015-10-27,11,9
2015-10-27,12,15
2015-10-27,13,9
2015-10-27,14,13
2015-10-27,15,7
2015-10-27,16,14
2015-10-27,17,14
2015-10-27,18,10
2015-10-27,19,8
2015-10-27,20,9
2015-10-27,21,8
2015-10-27,22,4
2015-10-28,11,14
2015-10-28,12,9
2015-10-28,13,16
2015-10-28,14,9
2015-10-28,15,13
2015-10-28,16,4
2015-10-28,17,14
2015-10-28,18,7
2015-10-28,19,2
2015-10-28,20,4
2015-10-28,21,9
2015-10-28,22,3
2015-10-29,11,8
2015-10-29,12,16
2015-10-29,13,24
2015-10-29,14,7
2015-10-29,15,4
2015-10-29,16,11
2015-10-29,17,20
2015-10-29,18,17
2015-10-29,19,4
2015-10-29,20,9
2015-10-29,21,7
2015-10-29,22,4
2015-10-30,11,10
2015-10-30,12,43
2015-10-30,13,20
2015-10-30,14,6
2015-10-30,15,11
2015-10-30,16,7
2015-10-30,17,5
2015-10-30,18,16
2015-10-30,19,8
2015-10-30,20,14
2015-10-30,21,17
2015-10-30,22,9
2015-10-31,12,20
2015-10-31,13,16
2015-10-31,14,12
2015-10-31,15,17
2015-10-31,16,8
2015-10-31,17,16
2015-10-31,18,8
2015-10-31,19,31
2015-10-31,20,15
2015-10-31,21,14
2015-10-31,22,8
2015-11-01,11,1
2015-11-01,12,15
2015-11-01,13,18
2015-11-01,14,4
2015-11-01,15,12
2015-11-01,16,7
2015-11-01,17,13
2015-11-01,18,25
2015-11-01,19,9
2015-11-01,20,4
2015-11-01,21,7
2015-11-01,22,9
2015-11-02,11,7
2015-11-02,12,39
2015-11-02,13,15
2015-11-02,14,4
2015-11-02,15,14
2015-11-02,16,14
2015-11-02,17,11
2015-11-02,18,15
2015-11-02,19,3
2015-11-02,20,1
2015-11-02,21,11
2015-11-02,22,4
2015-11-03,11,6
2015-11-03,12,35
2015-11-03,13,7
2015-11-03,14,8
2015-11-03,16,15
2015-11-03,17,17
2015-11-03,18,8
2015-11-03,19,5
2015-11-03,20,10
2015-11-03,22,3
2015-11-04,11,4
2015-11-04,12,10
2015-11-04,13,28
2015-11-04,14,1
2015-11-04,15,5
2015-11-04,16,8
2015-11-04,17,10
2015-11-04,18,24
2015-11-04,19,9
2015-11-04,20,15
2015-11-04,21,2
2015-11-04,22,5
2015-11-05,11,5
2015-11-05,12,22
2015-11-05,13,9
2015-11-05,14,16
2015-11-05,15,20
2015-11-05,16,9
2015-11-05,17,7
2015-11-05,18,8
2015-11-05,19,6
2015-11-05,20,18
2015-11-05,21,3
2015-11-05,22,1
2015-11-06,11,26
2015-11-06,12,21
2015-11-06,13,23
2015-11-06,14,17
2015-11-06,15,10
2015-11-06,16,13
2015-11-06,17,17
2015-11-06,18,19
2015-11-06,19,7
2015-11-06,20,11
2015-11-06,21,17
2015-11-06,22,9
2015-11-07,11,3
2015-11-07,12,6
2015-11-07,13,18
2015-11-07,14,4
2015-11-07,15,14
2015-11-07,16,23
2015-11-07,17,30
2015-11-07,18,20
2015-11-07,19,7
2015-11-07,20,17
2015-11-07,21,3
2015-11-07,22,11
2015-11-08,11,15
2015-11-08,12,6
2015-11-08,13,15
2015-11-08,14,6
2015-11-08,15,13
2015-11-08,16,14
2015-11-08,17,13
2015-11-08,18,29
2015-11-08,19,5
2015-11-08,21,5
2015-11-08,22,3
2015-11-09,11,5
2015-11-09,12,21
2015-11-09,13,42
2015-11-09,14,6
2015-11-09,15,14
2015-11-09,16,8
2015-11-09,17,8
2015-11-09,18,5
2015-11-09,19,15
2015-11-09,20,11
2015-11-09,21,10
2015-11-09,22,6
2015-11-10,11,6
2015-11-10,12,13
2015-11-10,13,24
2015-11-10,14,3
2015-11-10,15,7
2015-11-10,16,10
2015-11-10,17,18
2015-11-10,18,17
2015-11-10,19,17
2015-11-10,20,9
2015-11-10,21,2
2015-11-11,11,2
2015-11-11,12,16
2015-11-11,13,33
2015-11-11,14,3
2015-11-11,15,8
2015-11-11,16,17
2015-11-11,17,7
2015-11-11,18,10
2015-11-11,19,12
2015-11-11,20,3
2015-11-11,21,2
2015-11-11,22,5
2015-11-12,12,16
2015-11-12,13,23
2015-11-12,14,23
2015-11-12,15,11
2015-11-12,16,21
2015-11-12,17,17
2015-11-12,18,16
2015-11-12,19,8
2015-11-12,20,13
2015-11-12,21,5
2015-11-13,11,6
2015-11-13,12,9
2015-11-13,13,22
2015-11-13,14,13
2015-11-13,15,5
2015-11-13,16,9
2015-11-13,17,16
2015-11-13,18,22
2015-11-13,19,10
2015-11-13,20,14
2015-11-13,21,8
2015-11-13,22,7
2015-11-14,11,2
2015-11-14,12,2
2015-11-14,13,28
2015-11-14,14,7
2015-11-14,15,19
2015-11-14,16,10
2015-11-14,17,8
2015-11-14,18,11
2015-11-14,19,19
2015-11-14,20,10
2015-11-14,21,19
2015-11-14,22,4
2015-11-14,23,3
2015-11-15,11,1
2015-11-15,12,18
2015-11-15,13,20
2015-11-15,14,1
2015-11-15,15,8
2015-11-15,16,14
2015-11-15,17,17
2015-11-15,18,9
2015-11-15,19,6
2015-11-15,20,9
2015-11-15,21,5
2015-11-15,22,5
2015-11-16,11,5
2015-11-16,12,36
2015-11-16,13,9
2015-11-16,14,14
2015-11-16,15,6
2015-11-16,16,13
2015-11-16,17,28
2015-11-16,18,3
2015-11-16,19,10
2015-11-16,20,5
2015-11-16,21,6
2015-11-16,22,1
2015-11-17,11,8
2015-11-17,12,30
2015-11-17,13,8
2015-11-17,14,8
2015-11-17,15,8
2015-11-17,16,1
2015-11-17,17,4
2015-11-17,18,12
2015-11-17,19,15
2015-11-17,20,18
2015-11-17,21,5
2015-11-18,11,12
2015-11-18,12,43
2015-11-18,13,8
2015-11-18,14,9
2015-11-18,15,2
2015-11-18,16,21
2015-11-18,17,6
2015-11-18,18,8
2015-11-18,19,1
2015-11-18,20,9
2015-11-18,21,8
2015-11-19,11,9
2015-11-19,12,22
2015-11-19,13,21
2015-11-19,14,18
2015-11-19,15,10
2015-11-19,16,11
2015-11-19,17,13
2015-11-19,18,29
2015-11-19,19,9
2015-11-19,20,9
2015-11-19,21,10
2015-11-19,22,1
2015-11-20,11,6
2015-11-20,12,24
2015-11-20,13,18
2015-11-20,14,8
2015-11-20,15,2
2015-11-20,16,19
2015-11-20,17,14
2015-11-20,18,19
2015-11-20,19,14
2015-11-20,20,15
2015-11-20,21,5
2015-11-20,22,4
2015-11-21,11,2
2015-11-21,12,3
2015-11-21,13,16
2015-11-21,14,12
2015-11-21,15,7
2015-11-21,16,4
2015-11-21,17,10
2015-11-21,18,28
2015-11-21,19,20
2015-11-21,20,10
2015-11-21,21,5
2015-11-21,22,14
2015-11-22,12,8
2015-11-22,13,14
2015-11-22,14,4
2015-11-22,15,5
2015-11-22,16,14
2015-11-22,17,10
2015-11-22,18,11
2015-11-22,19,4
2015-11-22,20,3
2015-11-22,21,8
2015-11-22,22,3
2015-11-23,11,28
2015-11-23,12,33
2015-11-23,13,11
2015-11-23,14,7
2015-11-23,15,14
2015-11-23,16,8
2015-11-23,17,1
2015-11-23,18,15
2015-11-23,19,8
2015-11-23,20,18
2015-11-23,21,5
2015-11-24,9,4
2015-11-24,11,5
2015-11-24,12,14
2015-11-24,13,26
2015-11-24,14,1
2015-11-24,15,25
2015-11-24,16,19
2015-11-24,17,7
2015-11-24,18,9
2015-11-24,19,10
2015-11-24,20,6
2015-11-24,21,5
2015-11-25,11,13
2015-11-25,12,19
2015-11-25,13,11
2015-11-25,14,19
2015-11-25,15,14
2015-11-25,16,2
2015-11-25,17,20
2015-11-25,18,15
2015-11-25,19,22
2015-11-25,20,5
2015-11-25,21,3
2015-11-25,22,1
2015-11-26,11,17
2015-11-26,12,40
2015-11-26,13,23
2015-11-26,14,14
2015-11-26,15,21
2015-11-26,16,20
2015-11-26,17,22
2015-11-26,18,39
2015-11-26,19,42
2015-11-26,20,13
2015-11-26,21,9
2015-11-26,22,6
2015-11-27,11,11
2015-11-27,12,36
2015-11-27,13,12
2015-11-27,14,13
2015-11-27,15,17
2015-11-27,16,29
2015-11-27,17,15
2015-11-27,18,26
2015-11-27,19,26
2015-11-27,20,35
2015-11-27,21,25
2015-11-27,22,19
2015-11-28,12,10
2015-11-28,13,14
2015-11-28,14,4
2015-11-28,15,19
2015-11-28,16,14
2015-11-28,17,16
2015-11-28,18,14
2015-11-28,19,11
2015-11-28,20,8
2015-11-28,21,8
2015-11-29,11,12
2015-11-29,12,17
2015-11-29,13,13
2015-11-29,14,4
2015-11-29,15,2
